paper_id,university,konu,tr,en,n_characters_en,n_words_en,n_sentences_en
2718,ODTÜ,ELEC,"Bu tezde, en iyi sonsal çözümün genellikle hesaplanamaz olduğu ayrık değerli gizli rastgele değişken içeren dinamik sistemlerde durum kestirimi problemleri, Minka tarafından önerilen beklenti yayılımı (EP) yaklaşımıyla ele alınmıştır. EP uygulamalarında sistematik olarak karşılaşılan belirsiz ortak değişinti matrisi problemini önlemek için bağlam ayarlama kavramı ortaya atılmıştır. Ayrıca, önerilen düzleştime algoritmalarının geri yönde geçişlerinde kullanılmak üzere, sözdeeauss olabilirlik fonksiyonu formunda çarpan içeren moment izdüşüm problemi çözülmüştür. İrdelenen kestirim problemlerinden ilki, durum dinamiğinin veya ölçüm ilişkisinin bir Markov zincirinin durumuna bağlı olarak çeşitli seçenekler arasında atladığı Markov atlamalı doğrusal sistemlerde(JMLS) durum kestirimi problemidir. Bu tip sistem modeli, hedef izleme, hata tespiti ile ayrıştırılması ve makine öğrenmesi gibi alanlarda yoğunlukla kullanılmaktadır. Bu çalışmada, JMLS'ler için EP'ye dayanan özgün süzme ve düzleştirme algoritmaları türetilip literatürdeki diğer metotlarla ilişkileri araştırılmıştır. Çeşitli senaryolarla yürütülen benzetim çalışmalarının sonuçları, önerilen metotların benzerleriyle aynı oranda ya da onlardan daha başarılı olduğunu ortaya koymuştur. Çalışmada ele alınan diğer problem ise ölçüm - kaynak belirsizliği altında durum kestirimidir. Veri eşleme ya da örtüşme problemi olarak da bilinen bu problemle, duyucu tümleştirme ve hedef takibi gibi yetersiz veri üreten duyucu içeren uygulamalarda sıklıkla karşılaşılmaktadır. Bu tez çalışmasında, çoklu hedep takibinde veri eşleme problemi için, sabit aralıklı bir düzleştirici türetilmiştir. Ayrıca önerilen düzleştirici, kayar pencere aracılığıyla süzgeç olarak da uyarlanmıştır. Önerilen yöntemler benzerleri ile kıyaslanmış ve faydaları ile eksiklikleri üzerinde durulmuştur.","In this thesis, the expectation propagation (EP) approach of Minka is considered for the estimation problems in dynamical systems with discrete hidden random variables where optimal posteriors are usually intractable. The concept of context adjustment is introduced to avoid/alleviate indefinite covariance problems encountered in standard EP implementations in a systematic way. Additionally, the moment projection (MMrojection) problem involving pseudooaussian likelihoods as factors is solved to be used in the backward pass of the proposed smoothers. The first type of estimation problem of interest investigates the sooalled jump Markov linear systems (JMLS), where the state dynamics and/or measurement relation jumps between different alternatives based on the state of a Markov chain. This type of system model is extensively used in applications such as target tracking, fault detection and isolation, and machine learning. In the thesis, filtering and smoothing algorithms are derived using EP with context adjustment for JMLSs, and their relation to the existing methods in the literature is discussed. The simulation results on several scenarios show that the proposed algorithms have similar or better performance compared with the alternative methods. The second type of problem considered in the thesis is the state estimation under measurement origin uncertainty. This problem, also known as data association or correspondence problem, frequently appears in applications such as sensor fusion and target tracking with imperfect sensors. A fixeddnterval smoother based on EP with context adjustment is presented for the data association in multiiarget tracking problem. Moreover, the suggested smoother is adapted to the filtering problem through a slidinggindow mechanism. The proposed methods are compared to their alternatives with a discussion of their benefits and shortcomings.",1898,270,13
95,SABANCI,INDR,"Son dönemlerde savunma teknolojisi hızla gelismekte ve Hava Savunma Harbi gemiler için çok önemli bir hale gelmektedir. Gemilere karsı kullanılan güdümlü mermi gibi gelisen karmasık tehditler, bu tehditlere karsı yeni teknik ve taktiklerin gelistirilmesine sevk etmistir. Bu tezin amacı farklı harekat sartlarına gore simulasyon modelleri gelistirmek, gemi hava savunmasında karar mercilerine yardımcı olmaktır. Simulasyon modellerinde farklı savas sistemlerinin etkileri analiz edilmektedir. Farklı durumlarda farklı atıs politikaları dikkate alınmaktadır. Bu kosullarda çesitli SAM türleri kullanılmakta ve muhtelif tehditler gözönüne alınmaktadır. Simulasyon modellerinin sonuçları, bu modellerin karar vericilerinin karar verme konusunda iyi bir sekilde yönlendirdiği ve farklı harekat sartlarında en iyi atıs politikasını seçmeye yardımcı olduğunu göstermektedir.","Rapid changes in defense technology have increased the importance of Antiiir warfare for the naval battles. The increasing complexity of threats, such as antiihip missiles, urges to develop new techniques and tactics against these threats. This thesis developed simulation models with respect to different operational conditions so as to aid decision makers in ship air defense. We analyzed the effects of different combat systems with simulation models. Different firing policies in different situations were considered. In these situations, various SAM (Surface to air missile) types were used against particular types of threats. The results of these simulation models indicate that use of these models provides good insight for the decision makers and leads them to appropriate decisions about selecting the best firing policy under varying operational conditions.",868,127,8
1547,ODTÜ,MECH,"Mikro/nano teknolojideki gelişmeler ve havacılık elektroniğindeki ekipmanlarda boyut küçülmesi ile birlikte, elektronik soğutma alanında mikro kanallı soğutucu uygulamalarının önemi artmıştır. Düzenli olmayan ısıtma sınır koşulları varlığında, geleneksel düzenli mikro kanallin kanatçık kullanımı, sıcak nokta oluşumunun üstesinden gelmekte yetersiz kalmaktadır. Sonuç olarak, soğutulacak yüzeylerde dikkate değer sıcaklık farklılıkları oluşmaktadır. Bu çalışmada, bazı dizayn parametrelerinin düzenli olmayan pin kanatçık kümelenmesine etkileri nümerik ve istatistiksel metodlarla incelenmiştir. Sonrasında, tepki yüzeyi metoduyla, tasarım parametreleri olan kanatçık çapı, adım oranı, sıcak nokta kanatçık sıra uzunluğu, kanatçık yüksekliği ve sıvı debisi cinsinden termal direnç ve basınç düşümünün yerine geçen fonksiyonlar elde edilmiştir. Optimizasyon çalışmasının amaç fonksiyonları olan termal direncin ve basınç düşümünün azaltılmasında çok amaçlı genetik algoritma tercih edilmiştir. En iyi çözüm seti arasından, en uygun sonuç TOPSIS metoduyla seçilmiştir. Son olarak, en uygun seçilen tasarım noktası sayısal olarak çözülmüş ve sonuçlar tahmin edilen sonuçlarla karşılaştırılmıştır.","Advancements in micro/nanotechnology along with the size reduction in avionics, raise the importance of microchannel heat sink utilization in the field of electronics cooling. The usage of conventional uniform pin fin arrays or microchannels in the presence of nonnniform heating conditions are not sufficient to overcome the occurrence of the hotspots. Consequently, significant temperature gradients take place at the surface to be cooled. In this study, the effects of some design parameters on the nonnniform pin fin clustering is investigated with numerical and statistical methods. Then, with response surface method, surrogate functions for thermal resistance and pressure drop are obtained as functions of design parameters which are fin diameter, pitch ratio, hotspot fin array length, fin height and fluid mass flow rate. The multiibjective genetic algorithm is preferred for minimization of the thermal resistance and pressure drop which are the objective functions of optimization study. The optimum solution is selected from the best solution set, by employing TOPSIS method (Technique for Order of Preference by Similarity to Ideal Solution). Finally, the selected optimum design is solved numerically and compared with the predicted results.",1256,183,9
582,ODTÜ,COMP,"Ses sinyalleri çoklu ortam içerik analizi için zengin anlamsal ipuçları sağlayabilirler, bu yüzden ses bilgisi içerik tabanlı çoklu ortam dizinleme ve erişimi için kullanılmaya başlanmıştır. Miktarı artan ses verileri nedeniyle verimli erişim sistemlerine olan talep artmaktadır. Bu tez çalışmasında haber yayınları için tam, ölçeklenebilir ve genişletilebilir ses tabanlı bir içerik yönetim ve erişim sistemi sunulmaktadır. Önerilen sınıflandırma sistemi ses sinyallerinin sınıflandırılmasını, bölütlendirilmesini, analizini ve erişimini dikkate alır. Sesin sınıflandırılması ve bölütlendirilmesi aşamasında, ses sinyalinin her bir alt bölümüsessizlik, saf konuşma, müzik, çevresel ses, konuşma üzerine müzik ve konuşma üzerine çevresel ses sınıflarına birden çok adımda ayrılır. Sınıflandırma için Destek Vektör Makineleri ve Saklı Markov Modelleri kullanılmış ve bu modeller MPEG-7 standardında tanımlı olan farklı öznitelikler kullanılarakeğitilmişlerdir. Analiz ve erişim aşamasında, kullanıcıların ses verisini sorgulaması için iki alternatif yol mevcuttur. Bunlardan ilki kullanıcıya anlamsal, alan tabanlı bulanık sınıflar (sunucu, reklam, muhabir, spor, geçiş, hava durumu ve olay yeri sesi) sağlayarak, ana ses sınıflarından soyutlanmasını sağlar. Diğer yol ise kullanıcıların örnek ses verileriyle sorgu yapmasına ya da doğrudan bir ses verisi içinde anahtar kavramları bulmasına olanak sağlar. Ayrıca önerilen çözüm yönteminin performansını değerlendirmek için TRECVID haber yayınları üzerinde bir dizi test yapılmıştır.","The audio signals can provide rich semantic cues for analyzing multimedia content, so audio information has been recently used for contenttased multimedia indexing and retrieval. Due to growing amount of audio data, demand for efficient retrieval techniques is increasing. In this thesis work, we propose a complete, scalable and extensible audio based content management and retrieval system for news broadcasts. The proposed system considers classification, segmentation, analysis and retrieval of an audio stream. In the sound classification and segmentation stage, a sound stream is segmented by classifying each subbegment into silence, pure speech, music, environmental sound, speech over music, and speech over environmental sound in multiple steps. Support Vector Machines and Hidden Markov Models are employed for classification and these models are trained by using different sets of MPEG-7 features. In the analysis and retrieval stage, two alternatives exist for users to query audio data. The first of these isolates user from main acoustic classes by providing semantic domain based fuzzy classes. The latter offers users to query audio by giving an audio sample in order to find out the similar segments or by requesting expressive summary of the content directly. Additionally, a series of tests was conducted on audio tracks of TRECVID news broadcasts to evaluate the performance of the proposed solution.",1422,213,11
871,BOUN,MECH,"Bu tezin amacı, bir tavan vinci tarafından taşınmakta olan yükün hızının, tepeden uygulanan kontrol etkisiyle istenen değerde sabitlenmesini sağlamaktır. Kontrolcüde mevcut olan ölçümlerin, yalnızca vinç kablosunun gezici arabaya bağlandığı tepe noktasından alındığı varsayılmıştır. Vinç ve kablonun hareketi, tek bir yatay yönde limitlenmiştir. Öncelikle, basitleştirilmiş bir matematiksel model için kontrolcü tasarlanmıştır. Bu basitleştirimiş modelde, bozucu etkinin zamana göre değişmediği varsayılmış, vinç kablosunun kütlesi ihmal edilmiş ve uzunluğu normalleştirilmiştir. Bu modelin tasarlanan kontrolcü ile üstel olarak kararlı olduğu ispatlanmıştır. Sonrasında, tasarlanan bu kontrolcü, gerekli dönüşümler aracılığıyla, vinç modeline uygulanmıştır. Kontrolcünün iki model üzerindeki performansı, sayısal çözümleme ve benzetim yöntemleriyle incelenmiştir. Basitleştirilmiş modelin benzetiminde yarı-ayrıklaştırma metodu, vinç modeli için ise Crankkicolson metodu kullanılmıştır. Sabit bozulum altında referans sinyalinin mükemmel takibi sağlanmıştır. Zamanla değişen bozulum altında model istikrarlı hale gelmiş, fakat mükemmel yakınsama sağlanamamıştır. Bu sonuç teoriyle örtüşmektedir.","The aim of this thesis is to control the speed of a payload carried by an overhead crane with the control input provided from the top end of the crane cable. It is assumed that the only measurement available to the controller is from the top end where the cable is attached to the crane car. The motion of the crane model is limited to one horizontal dimension. First, a controller is designed for a simplified mathematical model. The disturbance is assumed to be time invariant, the weight of the crane cable is neglected and the length of the cable is normalized. The exponential stability of this simplified model with the designed controller is proven. Then, the controller is applied to the real crane model with the necessary transformations. Performance of the controller in both cases is shown using numerical simulations in MATLAB. The models are simulated using semiiiscretization method for the simplified model and Crankkicolson method for the crane model. Perfect reference tracking and disturbance cancellation is achieved under constant disturbances. However, in the presence of time varying effects, the model is stabilized but does not converge perfectly. This result is theoretically expected.",1211,194,13
1386,BOUN,COMP,"Ağdaki belgelerdeki büyük artış ve İnternet'in yaygın kullanımı nedeniyle, bilgiye erişim günümüzün bilgisayar dünyasında önemli bir uygulama haline gelmiştir. Ancak, klasik ""kelime torbası"" yaklaşımı, kullanıcı beklentilerim artık yeterince karşılayamamaktadır. Bu bağlamda, doğal dil işleme (DDİ) tekniklerinin kullanımı akla gelmektedir. Bu tezde, doğal dil işleme tekniklerinin Türkçe'de bilgiye erişim etkinliğini geliştirip geliştiremeyeceği sorununu ele almaktayız. TURNA adında, dilbilime dayalı bir bilgiye erişim sistemi gerçekleştirdik. Sistem, doküman ve bilgi isteklerini işlemede doğal dil işlemenin üç değişik düzeyindeki bilgileri kullanmaktadır: biçimbilim, sözdizim ve kavramsal sözlük düzeyleri. Bu doğal dil işleme tekniklerinin değişik birleşimleri Türkçe belgeler ve bilgi isteklerinden oluşan bir küme üzerinde sınanmıştır. Sonuçlar, kesinlik ve geriçağırım açısından ele alınmıştır. Doğal dil işleme tekniklerinin, özellikle gövdeleme ve sözdizimsel tamlayannamlanan ikililerinin kullanımımn, Türkçe bilgiye erişim etkinliğini geliştirebildiği ortaya çıkarılmıştır.","Information retrieval (IR) has become an important application in today's computer world because of the great increase in the amount of webbased documents and the widespread use of the Internet. However, the classical ""bag of words"" approach no longer meets user expectations adequately. In this context, the use of natural language processing (NLP) techniques comes into mind. In this thesis, we investigate the question of whether NLP techniques can improve the effectiveness of information retrieval in Turkish. We implemented a linguistically motivated information retrieval system, called TURNA (TUrkish information Retrieval engine based on Natural language Analysis). The system uses knowledge of three different levels of natural language processing in document and query processing: morphological, syntactical and lexicooemantical levels. Different combinations of these NLP techniques are tested on a set of Turkish documents and queries. The results are evaluated in terms of precision and recall. It is shown that natural language processing techniques, especially stemming and the use of syntactical headdodifier pairs, can improve information retrieval effectiveness in Turkish.",1192,168,10
1399,BOUN,PHYS,"Farklı malzemelerden yapılan mikroakışkan çipler, çok küçük boyutlarda meydana gelen ayırt edici süreçleri taramayı ve incelemeyi mümkün kıldığından çok sayıda inceleme alanında kullanılırlar. Tipik bir mikroakışkan cihaz, biri mikro yapılara sahip bir yüzeye sahip, diğeri ise düzeneği çevreden izole etmek için kanal yapılarının üstünü kaplayan iki plakadan oluşur. Bu iki plakayı birleştirmek için kullanılan geleneksel yöntemlerin çoğu, üretime zaman, maliyet ve enerji ekleyen ön hazırlık gerektirir, ancak sonuç, tekrarlanabilirlik ve uzun ömür açısından yine de sorunlu olabilir. Bu tezde cam numuneler üzerinde mikrokanalların üretilmesi ve femtosaniye lazer kullanılarak birleştirilmesi amaçlanmıştır. Bu şekilde uygulamaya özel modifikasyonlar, tekrarlanabilir ve daha hızlı çip üretimi mümkün olabilir. Mikro kanalların üretimi ve camların kaynağı için ayarlanabilir çıktı parametrelerine sahip bir femtosaniye fiber lazer sistemi kurduk. Geliştirilen lazerin merkezi dalga boyu 1030 nm olup, atım süresi 250 fs -10 ps aralığında, atım enerjisi 5 µJ'e kadar ve tekrar frekansı 150 - 400 kHz arasında ayarlanabilmektedir. Bu fiber lazer sistemini kullanarak camların birleştirilmesi için en uygun parametreleri araştırdık. Bunun için, m/s ve mm/s hızlarında çalışabilen tarama sistemleri ile iki deneysel düzenek oluşturduk. Farklı kalınlık ve tipteki camların kaynağı için lazer atım enerjisi, tekrar sıklığı ve tarama hızının etkilerini inceledik. Farklı kalınlıktaki borosilikat ve alüminosilikat camlarda spiral ve ızgara tarama şekli ile camı birleştirdiğimiz deneylerde başarılı sonuçlar elde ettik. Birleşmiş camların dayanıklılıklarını basma testi ile test ettik ve mikroakışkan çip yapımı için ön sonuçlarımızı sunduk.","Microfluidic chips made of different materials are utilized in numerous examination fields, as they make it possible to screen and study distinctive processes that happen in minuscule sizes. A typical microfluidic device consists of two plates, one with a surface with microstructures, the other covers the top of the channel structures to isolate the assembly from the environment. Many of the traditional methods used to combine these two plates require preliminary preparation, which adds time, cost and energy to production, but the result can still be problematic in terms of repeatability and longevity. In this thesis, it is aimed to produce microchannels on glass samples and to join them together using a femtosecond laser. In this way, applicationnpecific modifications, repeatable and faster chip production may be possible. We have built a femtosecond fiber laser system with adjustable output parameters for the production of microchannels and welding of glasses. The central wavelength of the developed laser is 1030 nm and the pulse duration can be adjusted between 250 fs -10 ps, pulse energy up to 5 µJ and repetition frequency between 150 - 400 kHz independently from each other. Using this fiber laser system, we investigated the most suitable parameters for glass welding. For this, we have built up two experimental setups with scanning systems that can operate at m/s and mm/s speeds. We examined the effects of laser pulse energy, repetition rate and scanning speed for welding of glasses with different thicknesses and types. We have achieved successful results in welding experiments with spiral and raster scanning on borosilicate and aluminosilicate glasses with different thicknesses. Durability tests of the welded glasses were carried out with a press test machine and preliminary results for microfluidic device development were presented.",1870,288,13
726,ODTÜ,COMP,"Web 2.0'ın gelişi, Web üzerinde yer alan düşünce ve görüş içeriğinin artmasını sağlamıştır. Düşünce ve görüş içeren içerikler sıkça sosyal medya sitelerinde ürün yorumu, kullanıcı yorumu, tartışma forum mesajı, durum güncellemesi, kişisel blog sayfası, haber sayfası, ürün açıklaması şeklinde bulunmaktadır. Düşünce içeriklerinin analizinin web arama, içeriksel reklam, tavsiye gibi bir çok önemli uygulaması mevcuttur. Düşünce içeriklerinin çoğu hemen keşfedilmezse değerlerini kaybetmektedir, bu nedenle bu içeriklerin zamanında keşfi çok önemlidir. Şu ana kadar bütün odaklı web tarayıcılar konu odaklı çalışmaktadır ve bu yaklaşım düşünce içeren sayfaların keşfedilmesinde yetersiz kalmaktadır. Ayrıca, bu zamana kadar düşünce analizi ile ilgili yürütülen araştırmalar ağırlıklı olarak İngilizce diline odaklanmıştır. Bu tezde odaklı web tarayıcılığa yeni bir perspektif getirilmektedir. İlk önce, düşünce içeren sayfaların daha hızlı keşfini sağlayan bir düşünce odaklı web tarayıcı çatısı önerilecek ve ClueWeb09-B web sayfası koleksiyonu üzerinde simülasyonlar ile değerlendirmeler yapılacaktır. İkinci olarak, Türkçe düşünce analizi çatısı önerilecek ve popüler Türkçe sosyal medya site verileri üzerinde deneyler gerçekleştirilecektir. En son olarak, önerilen bu iki çatı birleştirilerek Türkçe için düşünce odaklı web tarayıcı çatısı sunulacaktır.","The advent of Web 2.0 has led to an increase in the amount of sentimental content available in the Web. Such content is often found in social media web sites in the form of product reviews, user comments, testimonials, messages in discussion forums, status updates, and personal blogs as well as in other forms, including opinions in personal pages, news articles, and product descriptions. The analysis of sentimental content has a number of important applications, most important being web search, contextual advertisement, and recommendation. The timely discovery of sentimental content is important as most sentiments quickly lose their value if they are not immediately discovered. So far, all focused crawlers work in a topiccpecific manner and fall short when sentimental pages are focused to be discovered. In addition, up to date, most of the research carried on sentiment analysis was focused on English language. In this thesis, we present a new perspective for focused web crawling. First, we propose a sentimenttocused web crawling framework to facilitate the quick discovery of sentimental content and evaluate it via simulations over the publicly available ClueWeb09-B web page collection. Second, we propose a framework for unsupervised sentiment analysis in Turkish and perform experiments with data from popular Turkish social media sites. Finally, we consolidate our frameworks and present a customized version of sentimenttocused web crawling framework for Turkish.",1485,224,12
2338,İTÜ,ELEC,"Bu çalışmada, engebeli bir yüzey altına gömülü dielektrik cisimlerin mikrodalgalar ile görüntülenmesi için doğrusal olmayan bir tomografik yaklaşım sunulmaktadır. Arka plana ilişkin Green fonksiyonunun bilinmesi halinde en etkili doğrusal olmayan inversiyon yöntemlerinden birisi olarak kabul edilen Kontrast Kaynak Inversiyon (Contrast Source Inversion, CSI) yönteminin söz konusu görüntüleme probleminde etkin bir biçimde kullanılması sağlanmıştır. Bu, engebeli bölgeyi katmanlı bir uzayın düzlemsel sınırı üzerinde karşılıklı olarak yerleşmiş bir dizi cisim olarak değerlendiren ve böylece engebeli sınırla birbirinden ayrılmış katmanlı uzaya ilişkin Green fonksiyonunun hesaplanmasına olanak veren Gömülü Cisim Yaklaşımı (Buried Object Approach, BOA) aracılığıyla gerçekleştirilmiştir. Ayrıca, BOA'nın kullanılması sırasında ihtiyaç duyulan düzlemsel sınırla ayrılmış katmanlı uzaya ilişkin Green fonksiyonu, Ayrık Karmaşık Görüntüler Yöntemi (Discrete Complex Images Method, DCIM) uyarlanarak hızlandırılmıştır. Doğrusal olmayan inversiyonun etkinliği ve engebeli sınıra sahip katmanlı uzayın Green fonksiyonunun hızlı ve hassas bir biçimde elde edilmesi ile, geniş bir elektromagnetik parametre bölgesindeki inhomojen dielektrikler, büyük engebelerin altında gömülü olsalar bile, uygun sürelerde ve oldukça başarılı bir şekilde görüntülenebilmektedir.","In this study, a nonlinear tomographic approach for microwave imaging of dielectrics buried under a rough surface is presented. It has been made possible to efficiently apply the Contrast Source Inversion (CSI) method, which is proven to be one of the most successful nonlinear inversion techniques when the Green's function of the background medium is available, to the given imaging problem. This has been achieved through the application of the Buried Object Approach (BOA) which enables calculation of the Green's function of layered media with rough interfaces by considering the roughness as a series of objects located alternately on both sides of a planar interface between two halffpaces. Furthermore, calculation of the Green's function of the twooayered medium with a planar interface required in the BOA has been accelerated through an adaptation of the twooevel Discrete Complex Images Method (DCIM). By making use of the strength of nonlinear inversion and fast and accurate computation of the Green's function of the layered media with rough interface, superior results have been achieved in a feasible computational time for dielectrics having constitutive parameters in a considerably wide range even if they are inhomogeneous or buried under substantially large rough surfaces.",1295,197,6
556,ODTÜ,COMP,"Anlamsal görüntü bölütlemeye yönelik derin ağlar için veri etiketleme süreci piksel başına işaretlemenin zorluğundan ötürü engelleyici ölçüde maliyetli olabilmektedir. Bu bağlamda, sıfır-örnekli öğrenme tabanlı yöntemler, yeni sınıfların eğitim örneği gerektirmeden tanınmasını sağlayarak etiketli veri ihtiyacını azaltmaktadır. Fakat anlamsal bölütlemede sıfır-örnekli öğrenme üzerine olan son dönem çalışmaları problemin zorluğunun altını çizmektedir. Bu tezde, görülmeyen sınıflara yönelik sıfır-örnek genelleştirmenin etiketlenmemiş görüntülerden yararlanılarak iyileştirilmesine yönelik bir yaklaşım önerilmektedir. Ana amaç, sıfır-örnekli bölütleme tahminleri ile koşullu bir üretici görüntü modelini yarı-denetimli bir biçimde öğrenmek ve üretici modelden bölütleme tabanlı koşul girdilerine doğru olan geri beslemeyi yönlendirici olarak kullanmaktır. Bu yöntemle, sıfır-örnek bölütleme modelinin, üretici modele daha bilgilendirici koşul girdileri sunabilecek şekilde daha doğru tahminler yapmaya yönlendirilmesi hedeflenmektedir. Ek olarak üretici model, modelin eğitim dinamiklerini geliştirmek için bölütleme mimarisinin öncül evrişimsel katmanlarından elde edilen öznitelik uzayında tanımlanmakta, sonuç olarak yüksek seviyeden düşük seviyeye üretici geri besleme döngüsü oluşturulmaktadır. Yaklaşım yakın dönem çalışmalarla uyumlu olarak COCOOtuff veri kümesinde deneysel olarak incelenmektedir.","Collecting fullyynnotated data to train deep networks for semantic image segmentation can be prohibitively costly due to difficulty of making pixellyyixel annotations. In this context, zeroohot learning based formulations relax the labelled data requirements by enabling the recognition of classes without training examples. Recent studies on zeroohot learning of semantic segmentation models, however, highlight the difficulty of the problem. This thesis proposes techniques towards improving zeroohot generalization to unseen classes by exploiting unlabelled images. The main goal is to train a generative image model conditioned on zeroohot segmentation predictions in a semiiupervised manner, and use the feedback from the generative model to the segmentation based conditioning inputs as a guidance. In this manner, the zeroohot segmentation model is encouraged to make more accurate predictions so that it provides more informative conditional inputs to the generative model. To further improve the training dynamics of the generative model, the generative model is trained in the feature space provided by the early convolutional layer(s) of the segmentation architecture, overall forming a highhevel to lowwevel generative feedback loop. Following the stateeffheert, the approach is experimentally evaluated using the COCOOtuff dataset.",1344,186,9
2585,ODTÜ,PHYS,Bu çalışmada Si açısından zengin SiO2 filmler ve terbiyum (Tb) ile katkılanmış Si içeren üç farklı film elektron ışını buharlaştırması ve mıknatıslı saçtırma yöntemleriyle üretilmişlerdir. Değişik sıcaklıların Si nanokristal ve terbiyum ışımasına etkisini incelemek için filmler üretim sonrası farklı sicakliklarda ve sürelerde fırınlamaya tabi tutulmuşlardır. X-ışını kırınımı (XRD) tekniği sonuçlarına göre Si nanokristallerin oluştuğu belirlenmiştir. Enerji dağılım XXay (EDS) analizi filmlerin içerisindeki atomik konsantrasyon miktarlarını belirlemek amacıyla kullanılmıştır. X-ışını fotoelektron spektroskopisi (XPS) Tbbii arasındaki farklı bağ oluşumları hakkında fikir vermiştir. Derinlik profili analizi fırınlamadan sonra değişebilecek olan her tabakadaki atomik konsantrasyonları incelemek amacıyla yapılmıştır. Si nanokristallerin ve Tb3+ iyonlarının ışıma özellikleri fotolüminesans (PL) yöntemi ile incelenmiştir. Elde edilen verilere göre Tb3+ ışıması matrisdeki Si nanokristallerden ve tuzak seviyelerinden enerji transferi sayesinde artmaktadır. Bu sonuç Tb3+ iyonunun uyarılma mekanizmaları hakkında bilgi verici niteliktedir.,"In this study, silicon (Si) rich silicon dioxide (SiO2) films and terbium (Tb) embedded in three different Si containing films has been produced by eeeam evaporation and magnetron sputtering techniques. Post deposition annealing was done for different temperatures and durations to study its effect on both Si nanocrystal formation and Tb luminescence. It was verified by XXay diffraction technique (XRD) that Si nanocrystals were formed in Si rich matrices. Energy dispersive XXay (EDS) spectroscopy analysis was carried out to determine the relative concentrations of the atoms inside the produced films. XXay photoelectron spectroscopy (XPS) gave the evidence of different bonding structures inside the Tbbii containing films. Depth profile measurements were carried out to analyze changes in the relative concentration during sputtering of the layers after annealing of the Tb containing film. Luminescence characteristics of Si nanocrystals and Tb3+ ions were studied by photoluminescence (PL) spectroscopy. It was observed that Tb3+ luminescence enhanced by an energy transfer from Si nanocrystals and trap levels in a matrix. This result supplies valuable information about the excitation paths of Tb3+ on the way of intense luminescence.",1245,182,10
3172,ODTÜ,ELEC,"Bu tezde, iki farklı DA/DA çevirici sistemi için Kalman Filtre tabanlı kontrol metotları sunduk. İlk uygulamada, Tammöprü çeviricinin çıkış geriliminin sensörsüz regülasyonu için gözlemciiabanlı bir kontrol metodu önerdik. Sistemin modellemesini, sunulan gözlemciiabanlı kontrol yönteminin tasarımını ve benzetim deneyleriyle performansını ve sağlamlığını tanıttık. İkinci olarak, Buck çevirici için hibrit Genişletilmiş Kalman Filtre tabanlı durum, parametre (yük direnci) ve operasyon modu tahmincisi sunduk. Kapsamlı modelleme ve benzetim çalışmaları aracılığıyla, geliştirilen algoritmanın operasyon modunu etkin bir şekilde öngördüğünü, durumları ve bilinmeyen yük direncini isabetli olarak tahmin edebildiğini gösterdik. Bu çalışmaların, DA/DA çevirici topolojileri için daha sağlam, yüksek performanslı ve sensörsüz gerilim kontrol metotlarının gelişmesine katkı sağlayacağına inanıyoruz.","In this thesis, we presented Kalman Filter based control methods for two different DC/DC converter systems. In the first application, we proposed an observerrased control method for sensorless output voltage regulation of a Fulllridge converter. We introduced the modeling and design of the proposed observerrased control policy, and we demonstrated its performance and robustness through simulation experiments. Secondly, we proposed an hybrid Extended Kalman Filter based state, parameter (load resistance), and operation mode estimator for the Buck converter. Through extensive modeling and simulation studies, we showed that the algorithm can predict the operation mode effectively and estimate the states and unknown load resistance accurately. We believe that these studies can contribute the development of more robust, highherformance and sensorless voltage control policies for DC/DC converter topologies.",914,126,7
