university,konu,tr,en
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Verilen bir (tekilsiz izdüşümsel) çeşitlemin (X), Néron-Severi grubu (NS(X)), sadece cebirsel geometriye ait terimlerle tarif edilir, ancak aritmetik bir değişmez olarak da bilinir. Bu yüzden çeşitlemin geometrisini anlamaya yardımcı olan önemli bir çalışma alanı oluşturur. Ancak, bu grubu hesaplamak için genel geçer bir yöntem bulunmamaktadır. Bu sebeple önce Néron-Severi grubunun mertebesi olan Picard sayısı (ρ(X)) hesaplanır. Özel durumlarda ρ(X)'in anlaşılmasını artıran çok sayıda çalışma yapıldı. Yine de bu hesaplamayı yapmanın zorluğu hala geçerliliğini koruyor. Öte yandan, Shioda [1] Delsarte yüzeyleri üzerinde çalışan, ρ(X)'i hesaplayan açık bir algoritma üretmiştir, ve Degtyarev [2] bazı durumlarda Néron-Severi grubu için açık bir üretici küme hesaplanabildiğini göstermiştir. Bunun yanı sıra, Heijne [3] sadece ayrık ADE tekillikleri içeren Delsarte yüzeyleri için bir sınıflandırma yapmıştır. Biz Delsarte yüzeylerini tanıtıp Heijne tarafından verilen yüzeylerden hangilerinin Degtyarev'in çalışmasındaki durumlara uyduğunu belirledik.","The Néron-Severi group, NS(X), of a given (non-singular projective) variety, X, is defined in only algebro-geometric terms, however it is also known to be an arithmetic invariant. So it is an important study that helps understanding the geometry of the variety. However, there is no known method to compute it in general. For this reason, one first computes the Picard number ρ(X) = rnk NS(X) of the variety. There has been many studies which elevated the understanding of ρ(X) in special cases. Yet the difficulty of the computation in the general case still remains. On the other hand, in the case of Delsarte surfaces, an explicit algorithm to compute ρ(X) is given by Shioda [1], and Degtyarev [2] showed that a generating set for the Néron-Severi group, NS(X) can be computed in some cases. Moreover, Heijne [3] gives a classification of all Delsarte surfaces with only isolated ADE singularities. We give an introduction to Delsarte surfaces, and determine which of the Delsarte surfaces given in [3] fit in the descriptions given in [2]."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Monoidlerin ve monoidsel kategorilerin etkilerini, ve bu etkilerin (ko)homoloji teorilerine uygulamalarını çalıştık. Başlangıçta, monoidlerin çift taraflı etkilerini tanmmladık. Bir monoid etkisinin tersinin funktöriyel olarak tanımlanabileceğini gösterdik. Öyle ki, monoid bir grup olduğunda bu ters etki, grup elemanlarının tersleri ile etki edildiğinde oluşan etkiye tekabül ediyor. Daha sonra, bu ters etkiyi kullanarak monoid etkilerinin kategorisinde homotopi teorisi tanımladık, ve bu homotopy teorisi monoidler için Burnside halkasını tanımlayabilmemizi sağladı. Devamında, başlangıçta ortaya koyduğumuz bazı tanımları kategorifiye ettik. Özellikle, monoidsel kategorilerin kategorilere olan etkilerini çalışıp, ilk bölümdeki ters etkinin monoidsel kategorilerin etkileri için de tanımlanabileceğini gösterdik. Bu ters etkileri, homotopi teorisi ile birlikte kullanarak, monoidsel kategorilerde indekslenen homoloji, kohomoloji, homotopi ve kohomotopi teorilerini tanımladık. Bu tanımlar, hali hazırda literatürde bulunan tüm tanımları ortak bir şekilde genelleştirmekte ve hepsini bir arada çalışabilmek için birleşmiş bir ortam oluşturmaktadır. En sonunda ise kohomoloji ve homotopi teorileri için en güçlü hesaplama aracı olan spektral dizileri, daha öncesinde tanımladığımız monoidsel kategorilerde indekslenen teoriler için inşa ettik.","We study actions of monoids and monoidal categories, and their relations with (co)homology theories. We start by discussing actions of monoids via bi-actions. We show that there is a well-defined functorial reverse action when a monoid action is given, which corresponds to acting by the inverses for group actions. We use this reverse actions to construct a homotopical structure on the category of monoid actions, which allow us to build the Burnside ring of a monoid. Then, we study categorifications of the previously introduced notions. In particular, we study actions of monoidal categories on categories and show that the ideas of action reversing of monoid actions extends to actions of monoidal categories. We use the reverse action for actions of monoidal categories, along with homotopy theory, to define homology, cohomology, homotopy and cohomotopy theories graded over monoidal categories. We show that most of the existing theories fits into our setting; and thus, we unify the existing definitions of these theories. Finally, we construct the spectral sequences for the theories graded over monoidal categories, which are the strongest tools for computation of cohomology and homotopy theories in existence."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Çizgeler kuramında, verili bir çizgenin renklendirilebilme özellikleri, düzlemsel olup olmadığı, Hamiltonyan bir döngü içerip içermediği gibi özellikler o çizgenin başat özellikleri arasındadır. Bu tür problemlerin çeşitli kodlamalarla bir polinom sisteminin çözümünü elde etme problemlerine dönüştürülebileceğinden söz edeceğiz. Bu polinom sistemlerine Groebner bazları tekniklerini uygulayıp problemimizin kodlamaların verdiği üretici bir kümeden başat terim ideali hesaplanmasına indirgenebileceğini ortaya koyacağız.","In the study of graphs, it is often desirable to know about the colorability properties of a given graph or whether it is planar or if it contains a Hamiltonian cycle. We consider such problems and describe corresponding encodings to equate these problems to problems of solving systems of polynomial equations. This in turn reduces the problem to computing lead term ideals from a certain generating set using Groebner basis theory."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Matematik eğitimi literatüründe çoklu gösterime imkan sağlayan teknoloji kullanımının, öğrencilerin ileri seviye matematiksel düşünme gücünü ve kavramsal anlamalarını geliştirdiğine dair güçlü deliller vardır. Bu çalışmanın amacı, GeoGebra yazılımı yardımı ile limit ve süreklilik öğretiminin kavramsal anlama ve matematiği teknoloji ile öğrenme üzerine olan etkisini incelemektir. Çalışmanın örneklemi üstün zekâlı ve özel yetenekli öğrencilerin bulunduğu bir okulda okuyan 34 lise öğrencisidir. Ön ve son test kontrol gruplu araştırma deseni takip edilen bu çalışmada, limit ve süreklilik konusundaki kavramsal anlama açık uçlu sorular ile ölçülürken, matematiği teknoloji ile öğrenmeye karşı tutum Likert tipi anket ile ölçülmüştür. Ders anlatımı deney grubunda GeoGebra yardımıyla, kontrol grubunda ise geleneksel yöntemlerle yapılmıştır. Toplanılan data kontrol ve deney grubu ön ve son test arasındaki fark (gelişme) puanları için bağımsız örneklem t testi ile analiz edilmiştir. Deney grubunun fark kontrol grubuna nazaran 1,33 standart sapma daha fazla gelişme gösterdiği görülmüştür. Bu sonuç daha önce yapılmış olan GeoGebra çalışmalarına göre kayda değer olarak değerlendirilmiştir. Ayrıca benzer bir gelişme tutum ile ilgili sonuçlarda da görülmüştür. Sonuç olarak, analiz konularının GeoGebra yardımıyla öğretilmesinin üstün zekâlı ve özel yetenekli öğrenciler bağlamında etkili olabileceği düşünülmektedir.","There is strong evidence in mathematics education literature that students benefit extensively from the use of technology that allows for multiple representations of mathematical concepts. The benefits include developing an advanced level of mathematical thinking and conceptual understanding. The purpose of this study was to investigate the impact of teaching limits and continuity topics in GeoGebra-supported environment on students' conceptual understanding and attitudes toward learning mathematics through technology. The sample consisted of 34 students studying in a unique high school for gifted and talented students in Turkey. This study followed a pre-test post-test controlled group design. Conceptual understanding of the topics of limits and continuity was measured through open-ended questions while attitudes toward learning mathematics through technology was measured using a Likert-type survey. The intervention was teaching with GeoGebra in contrast to using traditional instruction in the control group. Data were analyzed with an independent samples t-test on gain scores for control and experimental groups. In the conceptual understanding test, the gain scores of the experimental group was found to be 1.33 standard deviations higher than that of the control group on the average. This finding was evaluated noteworthy in terms of previously-conducted research on the impact of GeoGebra. Furthermore, the study found that student attitudes toward learning mathematics through technology improved, as well. The researcher concluded that Geogebra may be an effective tool for teaching calculus to gifted and talented students. Keywords: limits and continuity concepts, dynamic geometry, computer algebrasystems, GeoGebra, technology integration in mathematics education, gifted and talented students, affective domain, meta-analytical research. Anahtar Kelimeler: limit ve süreklilik, dinamik geometri, bilgisayar cebir sistemleri, GeoGebra, matematik eğitiminde teknoloji entegrasyonu, üstün zekâlı ve üstün yetenekli öğrenciler, duyuşsal alan, meta-analiz."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"K rasyonel sayı cisminin bir Galois genişlemesi olsun. Bu tezde, Frobenius otomor fzması C konjuge sınıfına denk gelen Piatetski-Shapiro asallarının asimptotiği incelenmiştir. Elde edilen asimptotik bağıntı bazı cisim genişlemelerine uygulanarak ilk önce verilmiş bir n pozitif doğal sayısı için a2+nb2 şeklindeki Piatetski- Shapiro asallarının asimptotiği; sonrasinda arithmetik dizilerdeki Piatetski- Shapiro asallarının asimptotiği hesaplanmıştır.","Let K be a finite Galois extension of the field Q of rational numbers. In this thesis, we derive an asymptotic formula for the number of the Piatetski-Shapiro primes not exceeding a given quantity for which the associated Frobenius class of automorphisms coincide with any given conjugacy class in the Galois group of K=Q. Applying this theorem to appropriate field extensions, we conclude that there are infinitely many Piatetski-Shapiro primes lying in a given arithmetic progresion and furthermore there are infinitely many primes that can be expressed as a sum of a square and a fixed positive integer multiple of another square."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Boltje ve Külshammer'ın bazı özel koşullar altında özyapı dönüşüm halkası EndRG(RX)'in yalnzca bir bloku olduğunu göosteren bir teoremini sunacağız. İkili Burnside halkasını ve Burnside halkasını calışacağız ve iki baz arasındaki dönüşümü gösterecegiz. \Lambda, \Lambda^{def} ve \Upsilon şeklinde göstereceğimiz üç cebir tanımlayacağız. Bu cebirler şişirme Mackey cebiri, söndürme Mackey cebiri ve adi Mackey cebirinin bölüm cebirleridir. Ardından Z(\Upsilon)'un ilkel idempotentlerini inceleyecegiz. \Lambda cebirinin sadece bir bloku olduğunu gösterdikten sonra, \Lambda^{def}'in iki blokunun olduğu bir örnek verecegiz.","We review a theorem by Boltje and Kulshammer which states that under certain circumstances the endomorphism ring EndRG(RX) has only one block. We study the double Burnside ring, the Burnside ring and the transformations between two bases of it, namely the transitive G-set basis and the primitive idempotent basis. We introduce algebras \Lambda, \Lambda^{def} and \Upsilon which are quotient algebras of the inflation Mackey algebra, the deflation Mackey algebra and the ordinary Mackey algebra respectively. We examine the primitive idempotents of Z(\Upsilon). We prove that the algebra  has a unique block and give an example where \Lambda^{def} has two blocks."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Özel Belyi Örtmesi ya dallanma şeması ile ya da karşılık gelen ""çocuk çizimi"" ile tek türlü belirlenmiş bağlantılı Belyi örtmesidir. İyi bilinen örnekleri devirli örtmeler, dihedral örtmeler ve Chebyshev örtmeleridir. Bu listeye, karşılık gelen Belyi fonksiyonları ile birlikte rasyonel tek türlü belirlenmiş örtmelerin sonsuz serilerini ekledik. Rasyonel tek türlü belirlenmiş örtmenin tanım cismini kısaca tartıştık ve gösterdik ki bu cisim ya Q ya da onun ikinci dereceden bir genişlemesidir. Var olan teoriler cinsi 1 olan tek türlü belirlenmiş bir örtmenin tanım cisminin derecesini sınırlamıyor. Bu tür örtmelerin sayısının sonlu ya da sonsuz olduğu ucu açık bir sorudur. Maple araştırması derecesi 18 ya da daha az ve cinsi g > 1 olan tek türlü belirlenmiş örtmeyi bulamadı. Tek türlü belirlenmiş hiperbolik örtmelerin yokluğu, açıklayamadığımız bir gizemdir.","Exceptional Belyi covering is a connected Belyi covering uniquely determined by its ramiﬁcation scheme or the respective dessin d'enfant. Well known examples are cyclic, dihedral, and Chebyshev coverings. We add to this list a new inﬁnite series of rational exceptional coverings together with the respective Belyi functions. We shortly discuss the ﬁeld of deﬁnition of a rational exceptional covering and show that it is either Q or its quadratic extension. Existing theories give no upper bound on degree of the ﬁeld of deﬁnition of an exceptional covering of genus 1. It is an open question whether the number of such coverings is ﬁnite or inﬁnite. Maple search for an exceptional covering of genus g > 1 found none of degree 18 or less. Absence of exceptional hyperbolic coverings is a mystery we could not explain."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Cebirsel topoloji ve diferansiyel geometride bulunan çoğu kategori kartezyen kapalı olma, geri cekişe sahip olma, dışarı itmeye sahip olma, limit ve eşlimite sahip olma gibi uygun özellikleri barındırmıyor. Topolojik manifoldlardan daha genel fakat topolojik uzaylardan daha özel olan sürekli uzaylar kavramını tanıtacağız. Sonra ise sürekli uzaylar kategorisinin aradığımız uygun özellikleri barındırdığını ispatlayacağız. Bunun için ilk olarak somut siteler, somut demetlerin tanımını vereceğiz ve bir genelleştirilmiş uzayın aslında verilen bir somut site üzerinde bir somut demet olduğunu söyleyeceğiz. Sonra ise bir genelleştirilmiş uzay kategorisinin (verilen bir somut site için) limit ve eşlimitlere sahip olduğu ispatlanacak. Sonunda ise sürekli uzaylar kategorisinin aslında bir genelleştirilmiş uzay kategorisine (belli bir somut site için) denk olduğu ispatlanacak.","In algebraic topology and differential geometry, most categories lack some good ""convenient"" properties like being cartesian closed, having pullbacks, pushouts, limits, colimits... We will introduce the notion of continuous spaces which is more general than the concept of topological manifolds but more specific when compared to topological spaces. After that, it will be shown that the category of continuous spaces have ""convenient"" properties we seek. For this, we first define concrete sites, concrete sheaves and say that a generalized space is a concrete sheaf over a given concrete site. Then it will be proved that a category of generalized spaces (for a given concrete site) has all limits and colimits. At the end, it will be proved that the category of continuous spaces is actually equivalent to the category of generalized spaces for a specific concrete site."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,Belirli bir topluluğa ait grupların karakter halkalarının direkt toplamının özyapı dönüşüm halkasında iki cebir ortaya koyuyoruz. Bu cebirlerin eşitliğini kanıtlayarak Brauer'in Genişletme Teoremi'nin kanıtındaki bir basamağı basitleştiriyoruz. Ayrıca bu cebirlerin başta bahsettiğimiz topluluğa ait grupların direkt çarpımlarının karakter halkalarının direkt toplamına izomorfi k olduğunu gösteriyoruz.,We introduce two algebras on the endomorphism ring of the direct sum of character rings of groups from some collection. We prove the equality of these algebras to simplify a step in the proof of Brauer's Induction Theorem. We also show that these algebras are isomorphic to the direct sum of character rings of the direct products of the groups from the collection.
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,Hissenin fiyatı zamana baglı olarak belirli parametrelerle ve belirli aralıklarla gerceklesen zıplamalarla gelismektedir. Hisse yoneticisi bu hisse uzerine yazılmıs suresiz bir strangle opsiyonu yonetmektedir. Hisse yoneticisi kazancını yukseltmek icin en uygun durma zamanını secmek istemektedir. Ara odemeler yapan ve yapmayan hisse secenekleri icin en iyi durma zamanı ve beklenen kazanc hesaplanmıstır. Durma stratejisinin hissenin ara odeme yapan ve yapmayan olmasi durumuna gore degiskenlik gosterdigi ortaya konmustur. Cozumler sayısal orneklerle de gosterilmistir.,"A stock price Xt evolves according to jump diffusion process with certain pa- rameters. An asset manager who holds a strangle option on that stock, wants to maximize his/her expected payoff over the infinite time horizon. We derive an optimal exercise rule for asset manager when the underlying stock is dividend paying and non-dividend paying. We conclude that optimal stopping strategy changes according to stock's dividend rate. We also illustrate the solution on numerical examples."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Düğümleri 1, 2, ... , r ile numaralandırılmış bir dallanma ağacı üzerinde ardışık iki düğümünün numaraları biribirine yakın olduğunda duran rassal yürüyüşleri inceliyoruz. Beklenen yutma zamanlarının ve yutma olasılıklarının başlangıç konumunlarına bağlılıklarının özellikleri araştırılıyor.","We investigate a random walk on a branching tree with vertices labeled 1, 2, ... , r which terminates if two consecutive vertices of a walk are labeled with close numbers. It is proved that expected absorption times and absorption probabilities have surprising oscillating dependencies on starting states."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Potansiyel analizin en temel kavramları aydınlatıcı örneklerle açıklandı. Denge ölçüleri yardımıyla tanımlanan Green fonksiyonlarının karakteristik özelliklerini de içeren pek çok özelliği verildi. Ne tarz kümeler icin sürekli olacakları ele alındı. Ardından sürekliliklerinin ne derece iyi olabiliceği, bir başka deyişle ne kadar pürüzsüz olabilecekleri incelendi. En pürüzsüz sürekliliğe sahip örnekler verildi. Ayrıca farklı türlerde süreklilik modülüne sahip örnekler de dikkate alındı. Bu alandaki son gelişmeler ve makaleler detaylı bir şekilde takdim edildi. Son olarak, pürüzsüzlüğü önceden belirlenmiş Green fonksiyonu için bir Cantor tipi küme olan K(y)'yı bulma ile ilgili açık bir soru tantılıdı.","Basic notions of potential theory are explained with illustrative examples. Many important properties, including the characteristic ones, of Green's functions that are de ned by the help of equilibrium measures are given. It is discussed that for what kind of sets they are continuous. Then, it is analyzed how good their continuity can be, how smooth they can be. Examples are given for the optimal smoothness. Besides, many other examples with diverse moduli of continuity are considered. Recent developments and articles in this eld are introduced in details. Finally, an open problem about nding a Cantor type set K(y) for preassigned smoothness of Green's function is presented."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Özet Fonksiyonları daha çok veri bütünlüğünde ve elektronik imza gibi kimlik doğrulamada kullanılan kriptolojinin en önemli araçlardan biridir. Bu fonksiyonlar, herhangi bir uzunluktaki girdiyi belli özelliklerle sıkıştırarak sabit bir uzunluktaki çıktıya götürler. Bu fonksiyonlar ayrıca hızlı hesaplanabilir olmalı ve bazı kriptografik güvenlik gereksinimlerini sağlamalıdırlar. SHA ve MD gibi özet fonksiyonları aileleri, kriptolojik uygulamalarda kullanılmak üzere standartlaştırılmış özet fonksiyonlarıdır. Bunların en önemli yapısal özelliği yinelemeli (iterative) olmalarıdır. Bu özellik büyük boyutlu verilerde verimlilik problemine neden olur, çünkü girdide ufak bir değişiklik olsa bile özet fonksiyonu bütün girdi üzerinde tekrar çalışmalıdır. Bu yüzden sormamız gereken soru ""Veri üzerindeki ufak bir değişiklik olduğunda özet fonksiyonun hesaplama maliyetini düşürmek mümkün müdür?"" olacaktır. 1995 yılında Bellare, Goldriech ve Goldwasser tarafından artımlılık isimli yeni bir konsept sunulmuştur: eğer x girdisi üzerinde yapılan küçük bir değişiklik sonucu f(x) değeri değişiklikle doğru orantılı olacak bir zamanda güncellenebiliyorsa f fonksiyonuna artımlı denir. Bu konsept verimlilik açısından çok önemli iki tane avantaj saglamıstır: artımlılık ve paralellestirilebilirlik. Ayrıca ayrık logaritma problemi gibi çözülmesi zor olan problemlere dayalı bir güvenlik sağlamıştır. Bu özelliği kullanan özet fonksiyonlarına Artımlı Özet Fonksiyonları diyoruz. Ayrıca, Dan Brown 2008 yılında artımlı özet fonksiyonlarına örnek olacak Elliptik Eğrilerde Özet Fonksiyonu (ECOH) adlı özet fonksiyonunu önermiştir. Bu tezde, artımlı özet fonksiyonları örnekleriyle (özellikle de ECOH örneğiyle) birlikte incelenmiş ve bunların güvenlik ispatları çözülebilirliği zor problemlerle karşılaştırılırak gösterilmiştir.","Hash functions are one of the most important cryptographic primitives. They map an input of arbitrary finite length to a value of fixed length by compressing the input, that is why, they are called hash. They must run efficiently and satisfy some cryptographic security arguments. They are mostly used for data integrity and authentication such as digital signatures. Some hash functions such as SHA family (SHA1-SHA2) and MD family (MD2-MD4-MD5) are standardized to be used in cryptographic schemes. A common property about their construction is that they are all iterative. This property may cause an efficiency problem on big size data, because they have to run on the entire input even it is slightly changed. So the question is ""Is it possible to reduce the computational costs of hash functions when small modifications are done on data?"" In 1995, Bellare, Goldreich and Goldwasser proposed a new concept called incrementality: a function f is said to be incremental if f(x) can be updated in time proportional to the amount of modification on the input x. It brings out two main advantages on efficiency: incrementality and parallelizability. Moreover, it gives a provable security depending on hard problems such as discrete logarithm problem (DLP). The hash functions using incrementality are called Incremental Hash Functions. Moreover, in 2008, Dan Brown proposed an incremental hash function called ECOH by using elliptic curves, where DLP is especially harder on elliptic curves, and which are therefore quite popular mathematical objects in cryptography. We state incremental hash functions with some examples, especially ECOH, and give their security proofs depending on hard problems."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Bu tezde, spt-fonksiyonu ve onun bazı özellikleri üzerine çalışacağız. Öncelikle q-serileri ve bölüşüm fonksiyonuna değineceğiz. Daha sonra spt-fonksiyonu ve bu fonksiyonun üretici fonksiyonunu inceleyeceğiz. Amacımız spt-fonksiyonunun bir parite özelliğini ispatlamaktır. Ayrıca spt-fonksiyonunun bir mock teta fonksiyonu ile kongruans ilişkisini de ispatlayacağız.","In this thesis, we survey some properties of the spt-function. We start with providing some background information for q-series and the partition function. Then we define the spt-function and study its generating function. Our aim is to prove parity result for the spt-function. We also obtain a congruence relation between spt-function and a certain mock theta function."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Bu tezde, her biri ya doğrudan oyun kuramsal bir bağlamda formüle edilen ya da bu kuramın komşu araştırma alanları ile ilgili olan dört değişik problem incelenmektedir. İlk iki problem, işbirlikli oyunlar kuramı kapsamına girmektedir. Birinci problemde aktarılabilir yarar oyunları için bir ""ayrıştırma"" tanımlanmaktadır. Bu ayrıştırma temelinde, aktarılabilir yarar oyunları kümesi çözümlenmektedir. Bu ayrıştırma ve ""minimal dengeli topluluklar"" kavramı kullanılarak, bir aktarılabilir yarar oyununun tek elemanlı bir çekirdeğe sahip olması için bir gerek ve yeter koşullar kümesi belirlenmektedir. Daha sonra toplam maliyette bir değisme oldugunda, yalnızca başlangıçtaki maliyeti eskisi gibi dağıtmakla kalmayıp, oluşan farkın dağıtımını da bununla uyumlu bir biçimde gerçekleştiren ve seçtiği elemanlar çekirdeğe ait olan dağıtım kuralları incelenmektedir. Bu durumun elemanları çekirdeğe ait dağıtım kurallarının bir tür toplamsallık özelliğine sahip olmalarıyla ilişkili olduğu anlaşılıp, bu toplamsallık karakterize edilmektedir. İkinci problemde, aktarılabilir yarar oyunlarına ilişkin dağıtım kuralları için çesitli ""kaynaşmaya dayanıklılık"" kavramları tanımlanmaktadır. Farklı kaynaşmaya dayanıklılık kavramları arasındaki ilişkiler incelenip, bazı olanaksızlık ve olanaklılık sonuçları elde edildikten sonra, bunlar küme değerli dağıtım kurallarına genişletilmektedir. Üçüncü problem ağlarla ilgilidir. Burada Myerson değerinin iki aksiyomlu bir karakterizasyonu verilmektedir. Birinci aksiyomda, değer fonksiyonunun bir g ağı ve g ağını içeren bütün ağlarda aldığı değerde bir değişikliğin olduğu durum ele alınmaktadır. Bu aksiyoma göre, böyle bir durumda değerde oluşan farkın g ağında yalıtık olmayan bütün oyuncular arasında eşit paylaştırılması gerekmektedir. İkinci aksiyoma göre, bütün ağlara sıfır değerini atayan değer fonksiyonu altında, her bir oyuncunun bütün ağlardaki getirisi sıfıra eşit olur. Birinci aksiyomda yapılan bir uyarlamayla, Myerson değerinin yanı sıra, ""konumsal değer"" için de bir karakterizasyon elde edilmektedir. Dördüncü ve sonuncu problem, bir toplulukta ortaklaşa karar verme sorunsalını ele alan toplumsal seçim kuramına ilişkindir. Seçmen sayısı değişken olmak üzere verili bir seçenek kümesi için Borda kuralı, farklı seçenekler arasında kayıtsız kalmaya izin veren zayıf tercih sistemlerinin oluşturduğu tanım kümesi üstünde karakterize edilmektedir. Burada ""derece eşitliği"" adını verdiğimiz yeni bir özellik tanımlanmaktadır. Bir toplumsal seçme kuralının derece eşitliğini sağlaması demek, her bir seçeneğin sonlu sayıda seçmen içeren iki tercih sistemindeki toplam dereceleri eşitse, kuralın her iki tercih sistemi altında da aynı seçenekleri seçmesi demektir. Borda kuralı zayıf tercih sistemlerinden oluşan tanım bölgesi üstünde, ""sadakat"", ""pekiştirme"" ve ""derece eşitliği"" aksiyomları ile karakterize edilmektedir.","Four different problems in collective decision making are studied, all of which are either formulated directly in a game-theoretical context or are concerned with neighboring research areas. The first two problems fall into the realm of cooperative game theory. In the first one, a decomposition of transferable utility games is introduced. Based on that decomposition, the structure of the set of all transferable utility games is analyzed. Using the decomposition and the notion of minimal balanced collections, a set of necessary and sufficient conditions for a transferable utility game to have a singleton core is given. Then, core selective allocation rules that, when confronted with a change in total cost, not only distribute the initial cost in the same manner as before, but also treat the remainder in a consistent way are studied. Core selective rules which own a particular kind of additivity that turns out to be relevant in this context are also characterized. In the second problem, different notions of merge proofness for allocation rules pertaining to transferable utility games are introduced. Relations between these merge proofness notions are studied, and some impossibility as well as possibility results for allocation rules are established, which are also extended to allocation correspondences. The third problem deals with networks. A characterization of the Myerson value with two axioms is provided. The first axiom considers a situation where there is a change in the value function at a network g along with all networks containing g. At such a situation, the axiom requires that this change is to be divided equally between all the players in g who are not isolated. The second axiom requires that if the value function assigns zero to each network, then each player gets zero payoff at each network. Modifying the first axiom, along a characterization of the Myerson value, a characterization of the position value is also provided. Finally, the fourth problem is concerned with social choice theory which deals with collective decision making in a society. A characterization of the Borda rule for a given set of alternatives with a variable number of voters is studied on the domain of weak preferences, where indifferences between alternatives are allowed at agents' preferences. A new property, which we refer to as degree equality, is introduced. A social choice rule satisfies degree equality if and only if, for any two profiles of two finite sets of voters, equality between the sums of the degrees of every alternative under these two profiles implies that the same alternatives get chosen at both of them. The Borda rule is characterized by the conjunction of faithfulness, reinforcement, and degree equality on the domain of weak preferences."
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,Çeşitli graflar ve rastlantısal dallanma ağaç üzerindeki sızma modellerini inceliyoruz. Bu graflar üzerindeki kenar ve köşe modellerinin kritik değerlerini araştıracağız.,We consider the model of independent percolation on various graphs and random trees. We investigate the critical probabilities of bond and site percolation on these graphs.
İhsan Doğramacı Bilkent Üniversitesi,Matematik = Mathematics,"Bu tezde Chebyshev polinomları ve logaritmik kapasite üzerine klasik sonuçları tekrar ettik. Polar olmayan tıkız bir küme için n-inci Widom faktörünü, W_n(K), K üzerindeki n-inci Chebyshev polinomunun sup-normunun Knın logaritmik kapasitesinin n-inci kuvvetine oranı olarak tanımladık. Widom faktörlerinin kestirimleri üzerine sonuçları inceledik. Zayıf dengeli Cantor tipi kümeler, K(y), aracılığı ile (W_n(K)) dizisinin davranışı üzerine yeni sonuçlar kanıtladık. K. Schiefermayr[1] tarafından reel doğrunun her polar olmayan tıkız K altkümesi için W_n(K)'nın 2'den büyük ya da 2'ye eşit olduğu gösterildi. Reel doğru üzerindeki tıkız kümeler için teorik alt sınır olan 2'ye istediğimiz hızda W_2^s(K(y)) ile ulaşılabileceğini kanıtladık. G. Szegö[2] tarafından (W_n(K)) dizisinin süratinin üstel büyümeden yavaş olduğu gösterildi. (W_n(K)) dizisi sınırlı olmayan kümeler olduğunu ve dahası alt-üstel büyüyen her (M_n) dizisi için Widom faktörleri M_n'yi sonsuz sayıda n değerinde aşan bir Cantor tipi küme olduğunu gösterdik. N.I. Achieser[3][4] tarafından K'nın iki ayrık aralıktan oluştuğu durumda (W_n(K)) dizisinin limitinin var olmadığı gösterildi. Genelde (W_n(K)) dizisi son derece düzensiz davranabilir. Biz bu durumu Cantor tipi bir küme kurarak resmettik, öyle ki (W_n(K)) dizisinin bir altdizisi teorik alt sınır olan 2'ye istediğimiz hızda yakınsarken başka bir altdizi önceden verilmiş alt-üstel herhangi bir (M_n) dizisini aşıyor.","In this thesis we recall classical results on Chebyshev polynomials and logarithmic capacity. Given non-polar compact set K, we define the n-th Widom factor W_n(K) as the ratio of the sup-norm of the n-th Chebyshev polynomial on K to the n-th degree of its logarithmic capacity. We consider results on estimations of Widom factors. By means of weakly equilibrium Cantor-type sets, K(y), we prove new results on behavior of the sequence (W_n(K)). By K. Schiefermayr[1], W_n(K) greater than or equal to 2 for any non-polar compact subset K of the real line. We prove that the theoretical lower bound 2 for compact sets on the real line can be achieved by W_2^s(K(y)) as fast as we wish. By G. Szegö[2], rate of the sequence (W_n(K)) is slower than exponential growth. We show that there are sets with unbounded (W_n(K)) and moreover for each sequence (M_n) of subexponential growth there is a Cantor-type set which Widom factors exceed M_n for infinitely many n. By N.I. Achieser[3][4], limit of the sequence (W_n(K)) does not exist in the case K consists of two disjoint intervals. In general the sequence (W_n(K)) may behave highly irregular. We illustrate this behavior by constructing a Cantor-type set K such that one subsequence of (W_n(K)) converges as fast as we wish to the theoretical lower bound 2, whereas another subsequence exceeds any sequence (M_n) of subexponential growth given beforehand."
